Frequency (MHz),trace_0,trace_1,trace_2,trace_3,trace_4,trace_5,trace_6,trace_7,trace_8,trace_9,SK_cal,combined_clean
355.8668218522829,-173.2208709716797,-173.3129119873047,-173.2380828857422,-173.3083953857422,-173.3533935546875,-173.19322204589844,-173.23690795898438,-173.2290496826172,-173.29071044921875,-173.31732177734375,1.0121622125322818,1.0
355.92348867635747,-173.1959686279297,-173.17996215820312,-173.34886169433594,-173.27780151367188,-173.1962890625,-173.25936889648438,-173.12110900878906,-173.07359313964844,-173.08229064941406,-173.12107849121094,1.0068830410329916,1.0
355.9834888430246,-173.16036987304688,-173.1753692626953,-173.08169555664062,-173.32728576660156,-173.11521911621094,-173.1503143310547,-173.00958251953125,-172.96139526367188,-173.114501953125,-173.2789306640625,0.9888390326857224,1.0
356.0434890096917,-173.0959014892578,-173.1547393798828,-173.17877197265625,-173.07980346679688,-173.38113403320312,-173.13661193847656,-173.16346740722656,-173.226806640625,-173.18466186523438,-173.2716827392578,0.964351047194718,1.0
356.10348917635883,-173.11061096191406,-173.15016174316406,-173.16148376464844,-173.12364196777344,-173.11705017089844,-173.0889892578125,-173.17042541503906,-173.26412963867188,-173.16062927246094,-173.3236846923828,1.0158814756734795,1.0
356.16348934302596,-173.2804412841797,-173.1438751220703,-173.08865356445312,-173.3368682861328,-173.35108947753906,-173.1208038330078,-173.23861694335938,-173.3527069091797,-173.37513732910156,-173.14993286132812,0.9987245979954406,1.0
356.2234895096931,-173.23519897460938,-173.179443359375,-173.1776123046875,-173.37506103515625,-173.24734497070312,-173.21038818359375,-173.16021728515625,-173.237548828125,-173.26939392089844,-173.1880340576172,0.9873317141009802,1.0
356.2801563337676,-173.04554748535156,-173.3106231689453,-173.35081481933594,-173.3134307861328,-173.31333923339844,-173.06072998046875,-173.1715087890625,-173.3597412109375,-173.1714630126953,-173.0050506591797,1.0140619674548974,1.0
356.3401565004347,-173.0581817626953,-173.16358947753906,-173.3559112548828,-173.286865234375,-173.24838256835938,-173.2836456298828,-173.43966674804688,-173.20855712890625,-173.09930419921875,-173.25704956054688,1.047837538916811,1.0
356.40015666710184,-173.28207397460938,-173.31410217285156,-173.21722412109375,-173.23252868652344,-173.11721801757812,-173.3246307373047,-173.23388671875,-173.25387573242188,-173.14456176757812,-173.14517211914062,1.0451953354487917,1.0
356.46015683376896,-172.98904418945312,-173.01309204101562,-173.0765380859375,-173.26307678222656,-173.20758056640625,-173.07110595703125,-173.10101318359375,-173.1527862548828,-173.38943481445312,-173.2123565673828,1.0091219550411634,1.0
356.52015700043614,-173.12132263183594,-173.26683044433594,-173.2486114501953,-173.19692993164062,-173.1585693359375,-173.03416442871094,-173.34841918945312,-173.1353759765625,-173.05014038085938,-173.32958984375,1.0164606541779408,1.0
356.5768238245106,-173.30111694335938,-173.2986297607422,-173.14491271972656,-173.32675170898438,-173.236572265625,-173.13133239746094,-173.19557189941406,-173.41116333007812,-173.43984985351562,-173.1953887939453,0.9946717092609711,1.0
356.6368239911778,-173.15017700195312,-173.2634735107422,-173.2155303955078,-173.21804809570312,-173.06541442871094,-173.2769317626953,-173.28359985351562,-173.23597717285156,-173.27041625976562,-173.16909790039062,0.9416676947077062,1.0
356.6968241578449,-173.23170471191406,-173.25094604492188,-173.3942413330078,-173.20333862304688,-173.2794189453125,-173.41867065429688,-173.245361328125,-173.25270080566406,-173.14614868164062,-173.2405548095703,1.071308458888065,1.0
356.756824324512,-173.2702178955078,-173.14617919921875,-173.34732055664062,-173.24900817871094,-173.10238647460938,-173.44580078125,-173.27406311035156,-173.3065185546875,-173.3808135986328,-173.3996124267578,1.0181200542155422,1.0
356.81682449117915,-173.2013397216797,-173.12350463867188,-173.2148895263672,-173.36529541015625,-173.4347381591797,-173.18801879882812,-173.3875732421875,-173.29969787597656,-173.25704956054688,-173.26107788085938,1.054910929414519,1.0
356.87682465784627,-173.3927764892578,-173.22979736328125,-173.2854766845703,-173.42543029785156,-173.24742126464844,-173.2349090576172,-173.239501953125,-173.200927734375,-173.4381103515625,-173.34765625,0.970440966200553,1.0
356.9368248245134,-173.1422576904297,-173.28025817871094,-173.3373260498047,-173.22145080566406,-173.1510467529297,-173.15939331054688,-173.28744506835938,-173.1109619140625,-173.28366088867188,-173.16334533691406,1.0531149809496057,1.0
356.9934916485879,-173.2537078857422,-173.1287841796875,-173.31863403320312,-173.31207275390625,-173.3086700439453,-173.28436279296875,-173.3527374267578,-173.2661895751953,-173.2362060546875,-173.29261779785156,1.002122604501626,1.0
357.05349181525503,-173.17538452148438,-173.0987091064453,-173.17567443847656,-173.45126342773438,-173.19964599609375,-173.358642578125,-173.25164794921875,-173.18240356445312,-173.37017822265625,-173.39173889160156,0.9865371069842955,1.0
357.11349198192215,-173.12811279296875,-173.1920166015625,-173.33567810058594,-173.2971649169922,-173.34756469726562,-173.55718994140625,-173.1427764892578,-173.1539306640625,-173.13877868652344,-173.24720764160156,1.0070306859969425,1.0
357.1734921485893,-173.38436889648438,-173.12066650390625,-173.3766326904297,-173.51876831054688,-173.2395782470703,-173.31155395507812,-173.25234985351562,-173.3343048095703,-173.51014709472656,-173.43743896484375,0.9726443082196214,1.0
357.23349231525646,-173.34300231933594,-173.30372619628906,-173.14654541015625,-173.3628387451172,-173.34852600097656,-173.34390258789062,-173.2625732421875,-173.27920532226562,-173.2562255859375,-173.24978637695312,1.0070374269100353,1.0
357.2934924819236,-173.2470703125,-173.23338317871094,-173.1266326904297,-173.32131958007812,-173.32167053222656,-173.3690185546875,-173.39129638671875,-173.3704833984375,-173.3509063720703,-173.32275390625,1.0111853328704012,1.0
357.3534926485907,-173.3638458251953,-173.25787353515625,-173.26034545898438,-173.498291015625,-173.29017639160156,-173.40171813964844,-173.13294982910156,-173.21644592285156,-173.26097106933594,-173.2435760498047,0.9858920910581872,1.0
357.4134928152578,-173.11622619628906,-173.30523681640625,-173.22622680664062,-173.4505157470703,-173.31423950195312,-173.36920166015625,-173.17942810058594,-173.26829528808594,-173.23875427246094,-173.28199768066406,0.9888594850024465,1.0
357.47015963933234,-173.43263244628906,-173.3649444580078,-173.26644897460938,-173.33070373535156,-173.1163330078125,-173.30506896972656,-173.33847045898438,-173.3268585205078,-173.09738159179688,-173.33120727539062,0.9750799163616596,1.0
357.53015980599946,-173.274169921875,-173.2608184814453,-173.34930419921875,-173.38304138183594,-173.49371337890625,-173.38198852539062,-173.1808319091797,-173.26040649414062,-173.15126037597656,-173.37159729003906,0.985843463031202,1.0
357.5901599726666,-173.54641723632812,-173.54627990722656,-173.19485473632812,-173.17274475097656,-173.3358154296875,-173.17176818847656,-173.48709106445312,-173.44296264648438,-173.2510223388672,-173.40863037109375,0.988934871654059,1.0
357.6501601393337,-173.0689697265625,-173.16070556640625,-173.2738494873047,-173.2873992919922,-173.28689575195312,-173.40170288085938,-173.36953735351562,-173.37889099121094,-173.3818359375,-173.3893280029297,0.9976336720720325,1.0
357.71016030600083,-173.34291076660156,-173.16729736328125,-173.42298889160156,-173.4373016357422,-173.20582580566406,-173.1883544921875,-173.2613067626953,-173.19186401367188,-173.43186950683594,-173.22935485839844,1.0301864134748289,1.0
357.77016047266795,-173.46556091308594,-173.2589874267578,-173.40028381347656,-173.3882598876953,-173.30433654785156,-173.3644561767578,-173.3568115234375,-173.1621551513672,-173.23643493652344,-173.3282470703125,0.9855000793563538,1.0
357.83016063933513,-173.36631774902344,-173.1483612060547,-173.2065887451172,-173.4306182861328,-173.32449340820312,-173.4054412841797,-173.41510009765625,-173.1993408203125,-173.30836486816406,-173.33645629882812,0.9692934790031692,1.0
357.89016080600226,-173.2001190185547,-173.3472137451172,-173.25413513183594,-173.2119140625,-173.40821838378906,-173.31393432617188,-173.40626525878906,-173.36538696289062,-173.39950561523438,-173.23121643066406,0.9382658372133156,1.0
357.9501609726694,-173.36883544921875,-173.28988647460938,-173.5254364013672,-173.18653869628906,-173.3439483642578,-173.4351806640625,-173.39739990234375,-173.19097900390625,-173.2417755126953,-173.34671020507812,1.0088324502881132,1.0
358.0068277967439,-173.3026580810547,-173.379638671875,-173.3123779296875,-173.4020538330078,-173.4276885986328,-173.25408935546875,-173.40000915527344,-173.51881408691406,-173.3175811767578,-173.19094848632812,1.0112362768350402,1.0
358.066827963411,-173.33245849609375,-173.41702270507812,-173.2029571533203,-173.3009490966797,-173.32179260253906,-173.57107543945312,-173.08978271484375,-173.33306884765625,-173.4069366455078,-173.39768981933594,1.0036464028305623,1.0
358.12682813007814,-173.40432739257812,-173.22389221191406,-173.1760711669922,-173.4408416748047,-173.21751403808594,-173.16539001464844,-173.43499755859375,-173.1975860595703,-173.18995666503906,-173.3077850341797,1.0196060157953393,1.0
358.18682829674526,-173.4215545654297,-173.331787109375,-173.41360473632812,-173.51441955566406,-173.3218994140625,-173.36270141601562,-173.2032470703125,-173.2616424560547,-173.29464721679688,-173.55284118652344,0.9766486840079972,1.0
358.2468284634124,-173.19970703125,-173.42910766601562,-173.4451446533203,-173.48216247558594,-173.37225341796875,-173.3579864501953,-173.3585662841797,-173.4377899169922,-173.43267822265625,-173.13783264160156,1.0194335006203588,1.0
358.3068286300795,-173.28421020507812,-173.40708923339844,-173.34288024902344,-173.47225952148438,-173.4279022216797,-173.3892822265625,-173.26107788085938,-173.28028869628906,-173.22637939453125,-173.3852081298828,1.0352051801356312,1.0
358.36682879674663,-173.36309814453125,-173.26295471191406,-173.30014038085938,-173.2129364013672,-173.30984497070312,-173.28697204589844,-173.3986358642578,-173.49664306640625,-173.55271911621094,-173.48541259765625,1.0332340690456008,1.0
358.4268289634138,-173.40248107910156,-173.30941772460938,-173.1221923828125,-173.34226989746094,-173.21820068359375,-173.2834930419922,-173.31455993652344,-173.17819213867188,-173.3054962158203,-173.380615234375,1.0295328336859777,1.0
358.48682913008093,-173.40640258789062,-173.23548889160156,-173.47181701660156,-173.48565673828125,-173.35482788085938,-173.22793579101562,-173.25506591796875,-173.3733367919922,-173.60772705078125,-173.4237823486328,1.0355918679348,1.0
358.54682929674806,-173.3623504638672,-173.45077514648438,-173.29043579101562,-173.29281616210938,-173.2843475341797,-173.28773498535156,-173.35076904296875,-173.28729248046875,-173.47804260253906,-173.474365234375,1.03774775407703,1.0
358.6068294634152,-173.281982421875,-173.4530792236328,-173.0182647705078,-173.5009002685547,-173.4249725341797,-173.3250274658203,-173.47402954101562,-173.30433654785156,-173.34347534179688,-173.26644897460938,0.9905596012881075,1.0
358.6668296300823,-173.6186065673828,-173.4606170654297,-173.36228942871094,-173.42660522460938,-173.42141723632812,-173.42123413085938,-173.30984497070312,-173.3309326171875,-173.44204711914062,-173.34420776367188,0.9291394820639287,1.0
358.7268297967494,-173.25546264648438,-173.4078369140625,-173.24571228027344,-173.53887939453125,-173.44821166992188,-173.2993621826172,-173.20391845703125,-173.34576416015625,-173.4630126953125,-173.30245971679688,0.9548932047832536,1.0
358.78682996341655,-173.36329650878906,-173.37098693847656,-173.1461944580078,-173.4585723876953,-173.3292694091797,-173.45394897460938,-173.2109375,-173.3224639892578,-173.32327270507812,-173.3745574951172,0.9872341153142768,1.0
358.8468301300837,-173.33665466308594,-173.25291442871094,-173.4517059326172,-173.46011352539062,-173.48329162597656,-173.4407958984375,-173.27633666992188,-173.2746124267578,-173.47740173339844,-173.3995819091797,1.0150014333282087,1.0
358.90683029675085,-173.57162475585938,-173.20948791503906,-173.2965545654297,-173.35565185546875,-173.33157348632812,-173.3717498779297,-173.3703155517578,-173.2872772216797,-173.33297729492188,-173.17666625976562,1.0055171614529916,1.0
358.9634971208253,-173.3993377685547,-173.48362731933594,-173.54541015625,-173.56349182128906,-173.48468017578125,-173.1342315673828,-173.32241821289062,-173.1139678955078,-173.296875,-173.35964965820312,1.0189283039040777,1.0
359.0234972874925,-173.47882080078125,-173.44668579101562,-173.32373046875,-173.54364013671875,-173.4444122314453,-173.56373596191406,-173.3428497314453,-173.1363067626953,-173.2334747314453,-173.36741638183594,0.9740613013241636,1.0
359.0834974541596,-173.55825805664062,-173.26177978515625,-173.2073211669922,-173.34417724609375,-173.3849639892578,-173.3177490234375,-173.40281677246094,-173.4107666015625,-173.50282287597656,-173.38101196289062,0.9584482955327479,1.0
359.14349762082674,-173.41590881347656,-173.32464599609375,-173.27764892578125,-173.60984802246094,-173.37460327148438,-173.5614471435547,-173.25680541992188,-173.36453247070312,-173.37139892578125,-173.4326629638672,0.9649017403921827,1.0
359.20349778749386,-173.3954315185547,-173.2840118408203,-173.16233825683594,-173.50892639160156,-173.41380310058594,-173.23011779785156,-173.34405517578125,-173.28456115722656,-173.3026123046875,-173.36300659179688,1.0162161245963668,1.0
359.263497954161,-173.182373046875,-173.37950134277344,-173.25111389160156,-173.3733673095703,-173.45741271972656,-173.3618927001953,-173.4626007080078,-173.43136596679688,-173.23837280273438,-173.36618041992188,1.0498221222059867,1.0
359.3234981208281,-173.2975616455078,-173.41299438476562,-173.27981567382812,-173.42263793945312,-173.34193420410156,-173.33489990234375,-173.23988342285156,-173.20101928710938,-173.37721252441406,-173.4474639892578,0.9330380758956374,1.0
359.38349828749523,-173.5835723876953,-173.44834899902344,-173.33152770996094,-173.4160614013672,-173.23995971679688,-173.20852661132812,-173.2484130859375,-173.1706085205078,-173.2974853515625,-173.5004119873047,1.0458298934635215,1.0
359.44349845416235,-173.3352508544922,-173.4777069091797,-173.3402099609375,-173.3120880126953,-173.430908203125,-173.16297912597656,-173.43731689453125,-173.3586883544922,-173.43392944335938,-173.50186157226562,1.053335473528053,1.0
359.50349862082953,-173.42715454101562,-173.37435913085938,-173.3589324951172,-173.59414672851562,-173.44375610351562,-173.41009521484375,-173.33175659179688,-173.2656707763672,-173.22442626953125,-173.30224609375,1.0121110020881814,1.0
359.56349878749666,-173.25515747070312,-173.1465301513672,-173.4314422607422,-173.3982391357422,-173.41500854492188,-173.42335510253906,-173.31082153320312,-173.4618377685547,-173.3440704345703,-173.311767578125,0.9645784187567124,1.0
359.6234989541638,-173.4417266845703,-173.47572326660156,-173.28753662109375,-173.46751403808594,-173.4571533203125,-173.3935089111328,-173.13412475585938,-173.4038543701172,-173.2894744873047,-173.4098663330078,1.0204559882042856,1.0
359.6834991208309,-173.27032470703125,-173.36705017089844,-173.2635955810547,-173.44276428222656,-173.4042510986328,-173.36195373535156,-173.2998504638672,-173.21697998046875,-173.46099853515625,-173.35040283203125,0.9713950460777447,1.0
359.743499287498,-173.28750610351562,-173.42489624023438,-173.26531982421875,-173.61753845214844,-173.2938232421875,-173.25155639648438,-173.50132751464844,-173.37176513671875,-173.20724487304688,-173.31578063964844,1.0194900164039045,1.0
359.80349945416515,-173.5135040283203,-173.23873901367188,-173.02133178710938,-173.30889892578125,-173.39105224609375,-173.0819549560547,-173.40802001953125,-173.33375549316406,-173.42547607421875,-173.5050811767578,0.9934271605589834,1.0
359.8634996208323,-173.25303649902344,-173.4353790283203,-173.2646484375,-173.3663787841797,-173.34246826171875,-173.23434448242188,-173.32533264160156,-173.24615478515625,-173.3011932373047,-173.25775146484375,0.9827829463871266,1.0
359.9234997874994,-173.2108154296875,-173.26800537109375,-173.4386444091797,-173.32864379882812,-173.29641723632812,-173.41526794433594,-173.3297882080078,-173.3697052001953,-173.34764099121094,-173.4225616455078,1.0289844002564073,1.0
359.9834999541665,-173.24301147460938,-173.2200469970703,-173.42112731933594,-173.17239379882812,-173.2775115966797,-173.37380981445312,-173.22378540039062,-173.33590698242188,-173.32571411132812,-173.31170654296875,1.0289569038185882,1.0
360.04350012083364,-173.45492553710938,-173.48190307617188,-173.28599548339844,-173.41812133789062,-173.4564208984375,-173.41241455078125,-173.41766357421875,-173.2340850830078,-173.23818969726562,-173.12818908691406,0.9667768605147938,1.0
360.1035002875008,-173.14817810058594,-173.27581787109375,-173.2227783203125,-173.32484436035156,-173.28651428222656,-173.36119079589844,-173.29429626464844,-173.34002685546875,-173.32257080078125,-173.32876586914062,1.0136129665100417,1.0
360.16350045416795,-173.43896484375,-173.27426147460938,-173.1971435546875,-173.4176025390625,-173.5806121826172,-173.3957061767578,-173.32064819335938,-173.17970275878906,-173.09661865234375,-173.3721160888672,1.03401366414271,1.0
360.22350062083507,-173.24868774414062,-173.17503356933594,-173.03028869628906,-173.36488342285156,-173.32009887695312,-173.1511993408203,-173.1356964111328,-173.1621551513672,-173.25924682617188,-173.3453369140625,1.010686107422444,1.0
360.2835007875022,-173.0172119140625,-173.14151000976562,-172.85496520996094,-173.3714141845703,-173.1988983154297,-172.9275360107422,-173.15737915039062,-172.78521728515625,-172.80157470703125,-173.00975036621094,1.1886290714870298,1.0
360.3435009541693,-172.75100708007812,-172.74188232421875,-172.29000854492188,-173.18344116210938,-173.08436584472656,-172.43307495117188,-173.07766723632812,-172.4715576171875,-172.440185546875,-172.93649291992188,1.5319320043241007,0.0
360.40350112083644,-172.53807067871094,-172.2645263671875,-171.89120483398438,-172.87911987304688,-172.95553588867188,-172.38137817382812,-172.5847625732422,-171.70567321777344,-171.98455810546875,-172.53433227539062,2.589489670030582,0.0
360.46350128750356,-172.0487518310547,-171.5874481201172,-171.3505096435547,-172.57420349121094,-172.80953979492188,-171.49505615234375,-172.49252319335938,-171.0566864013672,-171.40769958496094,-172.3308563232422,3.3629707146409067,0.0
360.5235014541707,-171.35015869140625,-171.126953125,-170.29547119140625,-172.5447998046875,-172.12454223632812,-170.5915985107422,-172.15956115722656,-170.20509338378906,-170.66583251953125,-171.68792724609375,6.3013229506492925,0.0
360.58350162083786,-170.4784698486328,-169.0417938232422,-169.57818603515625,-171.7256622314453,-172.1902618408203,-169.7415008544922,-171.24606323242188,-168.73245239257812,-169.20310974121094,-170.6287841796875,10.252801349277892,0.0
360.643501787505,-170.7698211669922,-169.72340393066406,-169.232177734375,-172.2134552001953,-172.10044860839844,-169.61488342285156,-171.98977661132812,-168.94654846191406,-169.3095245361328,-170.93223571777344,11.809071868325617,0.0
360.7068352967647,-170.3573760986328,-170.00062561035156,-169.131103515625,-171.68556213378906,-172.13929748535156,-169.35548400878906,-171.729248046875,-169.0430450439453,-169.50314331054688,-170.3512725830078,12.909651437296155,0.0
360.76683546343185,-169.76010131835938,-169.04840087890625,-167.938232421875,-171.58718872070312,-171.91184997558594,-168.9449462890625,-171.44424438476562,-168.83706665039062,-169.43658447265625,-170.2138214111328,17.86511631199467,0.0
360.82683563009897,-168.7031707763672,-169.31683349609375,-168.33453369140625,-171.46792602539062,-172.07754516601562,-168.21792602539062,-171.4915313720703,-168.49639892578125,-169.0860137939453,-169.78085327148438,13.590403831075445,0.0
360.8868357967661,-169.0196075439453,-169.1407928466797,-168.25918579101562,-171.25653076171875,-171.08798217773438,-169.0611114501953,-170.90786743164062,-167.6729278564453,-168.08883666992188,-169.76278686523438,10.448273192268964,0.0
360.9468359634332,-168.38079833984375,-168.01934814453125,-168.8382568359375,-170.4886016845703,-171.00387573242188,-168.3588104248047,-170.96788024902344,-167.08453369140625,-167.64251708984375,-169.34034729003906,12.638861506306698,0.0
361.00683613010034,-167.808349609375,-167.3673553466797,-167.50999450683594,-170.6175994873047,-169.930908203125,-167.67156982421875,-170.29689025878906,-167.01559448242188,-167.44847106933594,-168.9612579345703,12.095481029119671,0.0
361.0668362967675,-168.29837036132812,-166.81385803222656,-167.54527282714844,-170.10154724121094,-170.69676208496094,-167.81446838378906,-169.9940185546875,-167.55435180664062,-167.8614959716797,-169.2237548828125,13.540717669272269,0.0
361.12683646343464,-167.9271697998047,-166.8734130859375,-167.327880859375,-169.70681762695312,-170.7295684814453,-167.74560546875,-168.9236602783203,-167.39019775390625,-167.7146759033203,-168.6182861328125,19.650635768227556,0.0
361.18683663010177,-168.20957946777344,-167.72836303710938,-167.40206909179688,-169.76055908203125,-170.69528198242188,-167.87118530273438,-169.09434509277344,-166.63330078125,-167.2471466064453,-169.26773071289062,14.150005667856192,0.0
361.2468367967689,-168.1027069091797,-167.7509765625,-167.3390350341797,-170.30316162109375,-170.59640502929688,-167.53848266601562,-168.43434143066406,-167.1880645751953,-167.1521453857422,-169.6368408203125,16.91607244064168,0.0
361.306836963436,-167.13868713378906,-167.41259765625,-167.42901611328125,-169.74537658691406,-170.65370178222656,-167.2416534423828,-169.0188446044922,-166.06646728515625,-166.47691345214844,-168.87925720214844,13.062907687310362,0.0
361.36683713010314,-168.97943115234375,-168.39759826660156,-167.82888793945312,-170.58645629882812,-170.93333435058594,-168.33143615722656,-170.1757049560547,-167.8677520751953,-168.2801513671875,-169.41204833984375,12.106261165154896,0.0
361.42683729677026,-168.51150512695312,-167.6189422607422,-167.4635467529297,-170.0664825439453,-170.3853302001953,-167.61264038085938,-169.96726989746094,-167.1792449951172,-167.59732055664062,-168.74929809570312,20.232355377806815,0.0
361.4868374634374,-168.98504638671875,-167.34048461914062,-167.1547088623047,-170.69203186035156,-169.65748596191406,-168.25823974609375,-170.16734313964844,-167.3103790283203,-167.843505859375,-169.2088623046875,16.532192322514238,0.0
361.5468376301045,-168.45716857910156,-167.2667236328125,-167.2069549560547,-169.9433135986328,-169.19223022460938,-167.30560302734375,-169.4144744873047,-166.7620849609375,-167.04673767089844,-169.11595153808594,17.91104128638482,0.0
361.6101711393643,-168.59109497070312,-167.00650024414062,-167.18927001953125,-169.86692810058594,-169.82028198242188,-167.712890625,-168.4664306640625,-167.2741241455078,-167.68637084960938,-168.98780822753906,14.943630918297467,0.0
361.6701713060314,-169.168701171875,-167.19644165039062,-167.25787353515625,-170.2908172607422,-169.9522247314453,-166.99398803710938,-168.12391662597656,-166.76014709472656,-167.1710662841797,-168.38330078125,14.169364516220632,0.0
361.73017147269854,-168.89990234375,-167.50009155273438,-167.37843322753906,-170.12808227539062,-169.97164916992188,-167.30079650878906,-168.08934020996094,-166.88941955566406,-167.53707885742188,-168.3979034423828,15.077544338941697,0.0
361.79017163936567,-167.73486328125,-167.03292846679688,-166.14102172851562,-169.5111083984375,-169.771240234375,-166.38067626953125,-167.49024963378906,-166.14585876464844,-166.6566162109375,-168.11781311035156,16.691500358266524,0.0
361.8501718060328,-167.35430908203125,-166.67303466796875,-166.22206115722656,-169.41677856445312,-170.24942016601562,-166.89212036132812,-168.45611572265625,-166.14926147460938,-166.60719299316406,-167.22265625,15.035981254102508,0.0
361.9101719726999,-168.13287353515625,-166.6856231689453,-167.1262969970703,-171.01063537597656,-171.07138061523438,-167.38592529296875,-168.85122680664062,-166.48495483398438,-167.0134735107422,-167.5259246826172,20.712431554501112,0.0
361.97017213936704,-167.41177368164062,-167.6903076171875,-167.2963409423828,-171.19989013671875,-170.31948852539062,-167.5764617919922,-169.2181854248047,-166.4452667236328,-166.82810974121094,-167.36944580078125,15.519996373615422,0.0
362.03017230603416,-167.0551300048828,-167.20477294921875,-166.83131408691406,-169.59127807617188,-169.21286010742188,-167.63662719726562,-168.55978393554688,-165.490234375,-166.3332061767578,-168.20806884765625,13.769045546088721,0.0
362.0901724727013,-168.18885803222656,-167.99497985839844,-167.50640869140625,-169.4803466796875,-170.18093872070312,-167.2754669189453,-168.89967346191406,-166.49107360839844,-167.0243377685547,-168.2274627685547,12.029802251448434,0.0
362.1535059819611,-168.91783142089844,-167.74765014648438,-166.9042510986328,-170.23146057128906,-170.22805786132812,-166.9931640625,-168.53872680664062,-166.5495147705078,-166.99105834960938,-167.76112365722656,16.097109085505902,0.0
362.2135061486282,-167.97073364257812,-168.0992889404297,-166.50332641601562,-169.84326171875,-170.699462890625,-167.1576385498047,-168.68251037597656,-167.2700653076172,-167.64459228515625,-167.5034637451172,21.766105452399366,0.0
362.2735063152953,-167.34524536132812,-168.0096893310547,-167.21572875976562,-169.3213348388672,-169.43841552734375,-167.03036499023438,-168.3860321044922,-166.43722534179688,-166.89759826660156,-167.9178924560547,11.960116367725412,0.0
362.33350648196244,-168.094482421875,-167.39178466796875,-167.52691650390625,-169.67129516601562,-170.2929229736328,-167.1733856201172,-168.44808959960938,-166.5660858154297,-167.09483337402344,-167.012451171875,14.908122146205105,0.0
362.39350664862957,-168.14553833007812,-166.9661102294922,-166.94110107421875,-169.59181213378906,-169.42208862304688,-167.00914001464844,-168.7273712158203,-166.2893524169922,-166.46875,-167.7825469970703,12.307559614474867,0.0
362.4535068152967,-168.09519958496094,-167.9794921875,-167.06700134277344,-170.32546997070312,-170.87754821777344,-167.39833068847656,-168.77474975585938,-166.73776245117188,-167.22442626953125,-168.4079132080078,12.607002828594489,0.0
362.5135069819638,-167.29592895507812,-167.6348419189453,-166.57211303710938,-169.1576690673828,-169.6720733642578,-167.2978515625,-167.56973266601562,-166.18637084960938,-166.45294189453125,-167.5169219970703,14.709295978506015,0.0
362.573507148631,-168.85992431640625,-168.3500518798828,-167.3134765625,-169.65158081054688,-169.96267700195312,-167.6586456298828,-169.0304718017578,-166.73822021484375,-167.4873809814453,-168.3334197998047,10.349512769306997,0.0
362.63684065789073,-168.33164978027344,-167.6555938720703,-167.69869995117188,-169.37600708007812,-169.87290954589844,-167.6998291015625,-168.47726440429688,-166.90538024902344,-167.2325897216797,-167.85748291015625,10.422330698205897,0.0
362.69684082455785,-168.64207458496094,-168.8466796875,-167.78953552246094,-169.7146759033203,-169.3115234375,-168.01763916015625,-168.47323608398438,-167.2407684326172,-167.67184448242188,-167.87847900390625,14.146607279972523,0.0
362.756840991225,-167.34449768066406,-167.17166137695312,-166.90591430664062,-168.92469787597656,-168.8043212890625,-166.59071350097656,-167.4849090576172,-165.57882690429688,-166.15211486816406,-167.37025451660156,19.179475912751823,0.0
362.8168411578921,-168.1769256591797,-167.62942504882812,-167.1018524169922,-169.59097290039062,-169.73394775390625,-167.72726440429688,-167.83091735839844,-166.1210174560547,-166.84217834472656,-168.010498046875,14.127170825200105,0.0
362.8768413245592,-168.20339965820312,-166.8205108642578,-167.07901000976562,-169.50466918945312,-169.55447387695312,-166.50050354003906,-167.3843994140625,-166.23672485351562,-166.70455932617188,-167.4393310546875,14.88582783868463,0.0
362.93684149122635,-167.71888732910156,-167.43919372558594,-166.3134307861328,-169.02362060546875,-169.07484436035156,-166.5888214111328,-167.76251220703125,-166.87513732910156,-167.63880920410156,-166.57608032226562,13.094660915784274,0.0
362.99684165789347,-167.44261169433594,-167.58358764648438,-166.9950714111328,-168.57420349121094,-168.76040649414062,-166.80848693847656,-166.80677795410156,-166.31906127929688,-166.81533813476562,-166.61788940429688,18.644479851279478,0.0
363.06017516715326,-167.76571655273438,-167.18959045410156,-166.72882080078125,-169.17596435546875,-169.04733276367188,-167.3150177001953,-167.5948486328125,-166.6834716796875,-167.16241455078125,-167.47555541992188,17.712985761259326,0.0
363.1201753338204,-168.28128051757812,-166.9402313232422,-166.67037963867188,-169.1476593017578,-169.9112548828125,-166.39337158203125,-167.38739013671875,-166.08876037597656,-166.6809539794922,-168.0323028564453,13.53080680636083,0.0
363.1801755004875,-167.05007934570312,-166.6383819580078,-165.95216369628906,-169.26014709472656,-169.86964416503906,-165.9187469482422,-167.2907257080078,-166.31692504882812,-166.89212036132812,-167.3353729248047,25.035340540946116,0.0
363.24017566715463,-166.84445190429688,-167.68576049804688,-166.7259521484375,-169.6715087890625,-169.41683959960938,-166.40541076660156,-167.01669311523438,-165.66966247558594,-166.17092895507812,-167.09466552734375,15.655232893750041,0.0
363.30017583382175,-167.76783752441406,-168.59967041015625,-167.52284240722656,-170.37811279296875,-170.134765625,-168.11990356445312,-168.5475311279297,-166.71202087402344,-167.4244384765625,-167.97195434570312,14.880215288104992,0.0
363.3601760004889,-167.75665283203125,-167.0303497314453,-167.0845489501953,-169.89736938476562,-169.67568969726562,-166.97288513183594,-167.8217010498047,-166.34332275390625,-166.77554321289062,-167.2361602783203,17.254513804280368,0.0
